EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,Sprint review,PerformanceRating
E1002007,30,Male,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,24,2,2,33,3,1,4,1,No,12,2,10,2,2,10,0,0,8,No,0.79,3
E1002276,42,Male,Bachelors,Divorced,Research & Development,Administrative Manager,Travel_Rarely,17,2,4,35,3,2,1,6,Yes,17,3,9,3,2,4,3,1,2,No,0.64,3
E1002285,22,Male,Bachelors,Single,Research & Development,Administrative Manager,Travel_Rarely,8,3,4,63,3,1,3,0,No,12,4,4,2,4,3,2,1,2,No,0.52,3
E1002327,35,Male,Bachelors,Married,Research & Development,Administrative Manager,Travel_Frequently,6,3,3,80,3,2,3,1,Yes,14,4,10,2,4,10,2,0,2,No,0.62,3
E1001471,19,Male,Bachelors,Single,Research & Development,Administrative Manager,Travel_Rarely,10,2,3,54,3,1,1,1,No,25,3,1,4,3,1,1,0,0,No,0.83,4
E1001548,23,Male,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,3,1,4,47,3,1,3,1,No,22,4,1,2,3,1,0,0,1,No,0.99,4
E1001553,26,Male,Bachelors,Single,Research & Development,Administrative Manager,Travel_Rarely,4,3,3,53,3,1,4,1,Yes,20,2,8,2,2,8,5,2,2,No,0.88,4
E1002156,22,Male,Bachelors,Single,Research & Development,Administrative Manager,Travel_Rarely,6,3,4,75,3,1,2,1,Yes,23,1,1,2,3,1,0,0,0,Yes,0.83,4
E1002277,41,Male,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,1,4,4,76,3,1,4,3,No,22,1,12,3,3,5,3,1,0,No,0.81,4
E1001761,57,Male,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,10,4,2,93,4,2,3,0,No,24,1,13,2,2,12,9,2,8,No,0.31,2
E1001660,38,Male,Bachelors,Divorced,Research & Development,Administrative Manager,Travel_Frequently,1,2,4,57,4,1,3,1,No,11,4,4,2,3,4,2,0,3,No,0.66,3
E1002076,33,Male,Bachelors,Married,Research & Development,Administrative Manager,Travel_Rarely,21,4,4,90,4,1,1,6,No,19,2,14,1,3,10,8,7,6,No,0.42,3
E1002217,32,Female,Bachelors,Single,Research & Development,Administrative Manager,Travel_Frequently,2,4,1,47,4,1,3,3,Yes,14,1,8,2,3,4,1,0,3,Yes,0.76,3
E1001346,26,Female,Phd,Divorced,Research & Development,Administrative Manager,Travel_Frequently,22,4,1,66,2,1,3,1,No,13,3,5,5,3,5,3,1,3,No,0.38,2
E1001379,33,Female,Phd,Single,Research & Development,Administrative Manager,Travel_Frequently,14,4,1,54,2,2,3,1,No,22,2,14,4,3,13,7,3,8,Yes,0.23,2
E1001680,43,Female,Phd,Single,Research & Development,Administrative Manager,Travel_Rarely,11,5,1,73,2,2,3,1,Yes,14,1,20,3,1,20,7,1,8,No,0.31,2
E1002332,29,Female,Phd,Single,Research & Development,Administrative Manager,Travel_Rarely,8,3,4,73,2,1,1,1,No,14,2,5,3,1,5,4,0,4,No,0.13,2
E1001458,40,Female,Phd,Married,Research & Development,Administrative Manager,Travel_Frequently,21,3,3,92,2,2,4,3,Yes,13,4,16,3,1,1,1,0,0,No,0.57,3
E1001685,26,Male,Phd,Single,Research & Development,Administrative Manager,Travel_Rarely,5,2,1,36,2,1,4,0,No,12,4,5,2,3,4,3,1,1,No,0.65,3
E1001526,19,Female,Phd,Single,Research & Development,Administrative Manager,Non-Travel,9,2,1,96,2,1,2,1,Yes,25,2,1,2,4,1,1,0,0,Yes,0.83,4
E1001516,33,Male,Phd,Married,Research & Development,Administrative Manager,Travel_Rarely,2,1,1,60,3,1,4,0,No,13,2,15,5,3,14,10,4,10,No,0.25,2
E1001821,37,Male,Phd,Married,Research & Development,Administrative Manager,Travel_Rarely,12,4,1,47,3,2,4,1,No,17,1,10,2,3,10,8,3,7,No,0.24,2
E1002278,47,Female,Phd,Married,Research & Development,Administrative Manager,Non-Travel,22,3,3,98,3,3,2,0,No,18,1,14,3,1,13,8,5,12,No,0.23,2
E1002298,44,Male,Phd,Single,Research & Development,Administrative Manager,Travel_Rarely,18,4,2,42,3,1,4,6,Yes,12,3,6,2,3,4,3,1,2,No,0.19,2
E1002305,29,Male,Phd,Married,Research & Development,Administrative Manager,Travel_Rarely,16,3,1,36,3,1,4,9,Yes,14,2,4,3,4,2,2,2,2,Yes,0.2,2
E1001581,25,Female,Phd,Single,Research & Development,Administrative Manager,Travel_Rarely,3,2,4,40,3,1,2,1,No,18,4,2,3,2,2,2,2,1,No,0.49,3
E1001855,34,Male,Phd,Single,Research & Development,Administrative Manager,Travel_Rarely,9,4,1,35,3,1,4,1,No,13,3,1,4,1,1,0,0,0,No,0.76,3
E1002070,44,Male,Phd,Divorced,Research & Development,Administrative Manager,Travel_Frequently,1,3,3,99,3,1,2,1,Yes,12,3,6,2,2,5,3,2,3,Yes,0.52,3
E1002108,54,Female,Phd,Married,Research & Development,Administrative Manager,Travel_Rarely,13,4,4,68,3,2,4,4,No,15,2,14,2,2,7,1,1,7,No,0.48,3
E1002226,31,Male,Phd,Divorced,Research & Development,Administrative Manager,Non-Travel,1,3,3,48,3,1,1,1,Yes,13,4,4,3,4,4,2,2,3,No,0.42,3
E1002286,35,Male,Phd,Single,Research & Development,Administrative Manager,Travel_Rarely,15,4,2,48,3,2,3,1,No,19,2,10,5,3,10,7,0,8,No,0.43,3
E1002329,40,Female,Phd,Married,Research & Development,Administrative Manager,Travel_Rarely,17,3,3,98,3,1,3,2,No,14,2,20,2,3,5,3,0,2,No,0.5,3
E1001752,40,Male,Phd,Divorced,Research & Development,Administrative Manager,Travel_Rarely,1,3,3,68,3,1,3,2,No,14,3,8,3,4,3,1,1,2,No,0.81,4
E1002163,37,Male,Phd,Married,Research & Development,Administrative Manager,Travel_Rarely,7,4,4,78,3,2,1,5,Yes,22,3,16,2,3,5,3,0,4,No,0.96,4
E1001570,42,Female,Phd,Married,Research & Development,Administrative Manager,Travel_Rarely,9,3,2,78,4,2,2,6,Yes,16,4,18,2,3,1,0,0,0,No,0.65,3
E1002033,34,Male,Phd,Married,Research & Development,Administrative Manager,Travel_Rarely,5,4,4,97,4,1,4,0,Yes,14,1,6,3,3,5,0,1,2,No,0.62,3
E1002210,34,Male,Masters,Married,Research & Development,Administrative Manager,Travel_Frequently,26,4,3,86,2,2,4,1,Yes,15,2,16,3,3,15,10,6,11,No,0.71,3
E1002331,29,Male,Masters,Married,Research & Development,Administrative Manager,Travel_Rarely,24,4,4,46,2,2,2,4,Yes,13,1,10,2,3,4,3,0,3,No,0.44,3
E1001709,34,Male,Masters,Divorced,Research & Development,Administrative Manager,Travel_Frequently,9,2,4,91,3,1,1,5,No,14,3,10,2,3,4,3,1,3,No,0.6,3
E1001503,44,Male,Masters,Single,Research & Development,Administrative Manager,Travel_Rarely,7,2,4,32,3,2,4,1,No,25,2,20,3,3,20,11,13,17,No,0.99,4
E1002125,36,Female,Masters,Married,Research & Development,Administrative Manager,Travel_Rarely,11,3,4,73,3,2,2,4,Yes,22,4,15,2,3,1,0,0,0,No,0.93,4
E1002183,34,Male,Masters,Married,Research & Development,Administrative Manager,Non-Travel,1,4,4,85,1,1,1,1,Yes,23,2,5,2,3,5,2,3,0,Yes,0.96,4
E1001652,34,Female,Masters,Divorced,Research & Development,Administrative Manager,Non-Travel,26,4,1,92,2,1,3,1,No,20,3,5,2,3,5,4,0,0,No,0.45,3
E1001800,29,Male,Masters,Single,Research & Development,Administrative Manager,Travel_Rarely,2,1,1,100,2,1,1,6,No,13,3,11,2,1,9,7,0,7,Yes,0.41,3
E1002045,43,Male,Masters,Married,Research & Development,Administrative Manager,Travel_Frequently,15,4,3,38,2,1,3,9,Yes,16,4,6,4,3,1,0,0,0,Yes,0.46,3
E1002151,55,Male,Masters,Married,Research & Development,Administrative Manager,Travel_Rarely,23,2,2,98,2,1,4,8,No,20,2,19,2,4,5,2,0,4,No,0.77,3
E1001716,47,Male,Masters,Married,Research & Development,Administrative Manager,Travel_Rarely,10,3,1,74,3,1,4,7,No,12,3,17,2,2,6,5,1,2,No,0.31,2
E1001535,36,Male,Masters,Married,Research & Development,Administrative Manager,Travel_Frequently,10,3,3,46,3,1,2,1,No,12,3,12,2,2,11,10,0,7,No,0.77,3
E1001579,28,Male,Masters,Single,Research & Development,Administrative Manager,Travel_Rarely,1,2,4,84,3,1,1,2,No,11,2,5,2,2,3,2,1,2,No,0.72,3
E1001760,30,Male,Masters,Divorced,Research & Development,Administrative Manager,Non-Travel,12,2,3,64,3,1,3,1,No,13,2,1,2,2,1,0,0,0,No,0.6,3
E1002042,32,Male,Masters,Single,Research & Development,Administrative Manager,Non-Travel,11,3,2,65,3,1,2,2,No,14,2,12,3,3,7,7,0,7,No,0.74,3
E1002049,33,Male,Masters,Divorced,Research & Development,Administrative Manager,Non-Travel,2,2,4,90,3,2,2,5,No,15,4,11,2,2,9,8,1,7,No,0.52,3
E1002316,32,Male,Masters,Single,Research & Development,Administrative Manager,Travel_Rarely,2,3,4,78,3,1,1,1,No,14,4,4,4,3,4,2,1,2,No,0.6,3
E1001824,45,Male,Masters,Married,Research & Development,Administrative Manager,Travel_Rarely,1,2,4,97,3,1,4,4,No,20,4,8,3,3,5,4,0,3,No,0.85,4
E1002132,42,Male,Masters,Married,Research & Development,Administrative Manager,Non-Travel,2,1,3,38,3,1,3,3,No,22,2,10,1,2,6,3,3,3,No,0.89,4
E1002207,39,Female,Bachelors,Married,Sales,Accountant,Non-Travel,25,3,1,32,1,2,3,6,No,19,3,10,1,3,3,2,1,2,No,0.22,2
E100441,31,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,1,4,2,76,1,2,3,4,Yes,18,2,12,3,2,7,7,7,7,Yes,0.26,2
E100453,31,Female,Bachelors,Married,Sales,Accountant,Travel_Rarely,2,2,2,71,1,2,3,3,Yes,11,3,4,2,3,2,2,2,2,Yes,0.28,2
E1002012,32,Male,Bachelors,Single,Sales,Accountant,Travel_Rarely,18,4,1,34,1,2,2,6,No,15,2,10,2,3,0,0,0,0,Yes,0.45,3
E1002017,32,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,1,3,4,80,1,3,3,3,No,13,3,10,2,1,4,3,0,2,No,0.64,3
E1002057,34,Female,Bachelors,Single,Sales,Accountant,Travel_Rarely,1,1,4,32,1,2,4,5,No,12,1,6,3,3,2,2,2,2,No,0.76,3
E1001649,27,Male,Bachelors,Single,Sales,Accountant,Travel_Frequently,11,4,4,43,1,2,4,3,No,20,2,8,3,3,6,2,0,0,No,0.95,4
E1001248,37,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,1,2,1,46,2,3,3,5,No,11,3,17,2,1,14,1,11,7,Yes,0.31,2
E1001395,45,Female,Bachelors,Married,Sales,Accountant,Non-Travel,9,4,2,65,2,2,3,1,No,13,4,15,2,3,15,10,4,12,No,0.37,2
E1001443,29,Female,Bachelors,Married,Sales,Accountant,Travel_Rarely,15,2,4,45,2,3,1,1,No,13,1,11,3,1,11,8,3,10,Yes,0.22,2
E1001668,39,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,29,4,1,44,2,2,4,3,Yes,12,4,8,2,4,5,4,1,4,No,0.19,2
E1001840,30,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,1,4,2,64,2,2,1,1,No,11,4,10,4,3,10,8,6,7,Yes,0.3,2
E1002079,46,Male,Bachelors,Single,Sales,Accountant,Non-Travel,1,4,2,98,2,2,2,8,No,15,3,6,3,3,2,2,2,2,No,0.38,2
E100461,25,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,24,1,1,41,2,2,3,2,No,18,4,6,3,3,2,2,2,2,No,0.31,2
E100805,25,Female,Bachelors,Single,Sales,Accountant,Travel_Rarely,10,3,2,99,2,2,4,1,Yes,11,2,5,3,3,5,4,1,3,No,0.31,2
E1001067,36,Male,Bachelors,Single,Sales,Accountant,Non-Travel,10,3,1,76,2,3,1,1,No,15,2,10,1,3,10,7,0,9,No,0.52,3
E1001245,36,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,8,2,3,51,2,3,4,1,Yes,11,1,16,6,3,16,7,3,7,Yes,0.42,3
E1001348,54,Female,Bachelors,Married,Sales,Accountant,Travel_Rarely,29,4,3,41,2,3,3,6,No,11,2,13,4,3,9,4,7,0,No,0.78,3
E1001665,28,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,1,3,3,48,2,2,1,1,No,11,3,5,0,3,5,3,0,4,No,0.53,3
E1001775,29,Male,Bachelors,Divorced,Sales,Accountant,Travel_Rarely,5,1,3,77,2,2,3,1,No,14,3,10,3,3,10,7,0,4,No,0.42,3
E1002205,28,Male,Bachelors,Married,Sales,Accountant,Travel_Frequently,9,3,3,42,2,2,4,1,Yes,12,3,7,2,3,7,7,0,7,No,0.58,3
E1002315,41,Male,Bachelors,Divorced,Sales,Accountant,Travel_Rarely,3,3,3,57,2,2,2,2,No,11,3,14,5,3,5,4,0,4,No,0.61,3
E100639,38,Male,Bachelors,Married,Sales,Accountant,Non-Travel,4,2,4,39,2,2,4,3,No,18,4,13,0,3,8,7,7,5,No,0.54,3
E100698,32,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,1,4,4,91,2,2,3,1,No,14,3,13,3,2,13,8,4,8,No,0.67,3
E1001007,40,Male,Bachelors,Married,Sales,Accountant,Travel_Frequently,1,4,4,48,2,3,1,5,Yes,21,3,20,2,3,18,13,1,12,No,0.93,4
E100508,38,Female,Bachelors,Single,Sales,Accountant,Travel_Rarely,7,2,1,59,2,2,4,4,No,22,3,12,2,4,8,3,0,7,No,0.83,4
E1001441,34,Female,Bachelors,Married,Sales,Accountant,Travel_Rarely,28,4,2,70,3,2,3,1,No,20,1,6,3,2,6,5,1,3,No,0.16,2
E1001597,52,Male,Bachelors,Single,Sales,Accountant,Travel_Rarely,28,3,2,64,3,3,2,9,Yes,19,3,10,2,2,8,7,7,7,Yes,0.28,2
E1001633,38,Female,Bachelors,Divorced,Sales,Accountant,Travel_Rarely,15,4,2,31,3,2,1,3,No,15,4,11,3,3,7,7,1,7,No,0.28,2
E1001673,33,Male,Bachelors,Married,Sales,Accountant,Travel_Frequently,3,3,2,61,3,2,4,6,No,13,1,8,2,4,5,4,1,2,No,0.23,2
E1001731,31,Male,Bachelors,Divorced,Sales,Accountant,Travel_Rarely,2,3,1,31,3,3,4,1,No,18,1,13,5,3,13,7,9,9,No,0.23,2
E1001838,33,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,26,4,1,46,3,2,1,2,No,13,4,8,6,1,2,2,2,2,No,0.31,2
E1002127,43,Male,Bachelors,Married,Sales,Accountant,Travel_Frequently,10,2,1,92,3,2,4,1,No,20,3,7,5,3,7,7,7,7,No,0.28,2
E1002246,53,Male,Bachelors,Single,Sales,Accountant,Travel_Rarely,1,4,1,66,3,3,1,6,Yes,13,2,15,2,2,2,2,2,2,Yes,0.16,2
E1002319,38,Female,Bachelors,Married,Sales,Accountant,Travel_Rarely,11,4,1,100,3,2,4,1,No,11,3,10,1,3,10,7,1,9,No,0.26,2
E100279,41,Female,Bachelors,Single,Sales,Accountant,Travel_Rarely,2,4,2,94,3,2,4,8,Yes,11,1,8,0,1,6,4,0,5,Yes,0.21,2
E100352,35,Male,Bachelors,Married,Sales,Accountant,Travel_Frequently,18,4,2,71,3,3,1,1,No,22,4,9,3,2,9,8,1,8,No,0.25,2
E100359,59,Female,Bachelors,Single,Sales,Accountant,Travel_Rarely,2,4,1,99,3,3,1,7,No,11,4,28,3,2,21,16,7,9,No,0.33,2
E100506,30,Female,Bachelors,Married,Sales,Accountant,Travel_Rarely,1,4,2,41,3,3,4,2,No,12,3,12,2,3,10,9,7,4,No,0.24,2
E100665,42,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,13,2,2,99,3,2,3,1,No,25,3,20,3,3,20,16,11,6,No,0.33,2
E100998,24,Female,Bachelors,Single,Sales,Accountant,Travel_Rarely,28,4,1,65,3,2,3,9,No,14,1,4,3,3,2,2,2,0,Yes,0.29,2
E1001086,34,Female,Bachelors,Married,Sales,Accountant,Travel_Rarely,28,3,3,93,3,2,1,5,No,17,2,6,1,3,3,2,1,2,No,0.53,3
E1001135,36,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,24,1,2,56,3,2,4,1,Yes,14,4,18,1,2,18,14,4,11,No,0.5,3
E1001167,32,Male,Bachelors,Married,Sales,Accountant,Travel_Frequently,5,3,2,48,3,2,2,1,No,14,4,10,3,3,10,8,5,3,No,0.51,3
E1001262,35,Male,Bachelors,Divorced,Sales,Accountant,Travel_Rarely,5,3,4,92,3,3,4,6,No,13,2,12,2,3,10,9,0,8,No,0.47,3
E1001281,47,Female,Bachelors,Single,Sales,Accountant,Travel_Rarely,6,1,4,83,3,2,4,1,Yes,17,3,9,0,3,9,0,0,7,No,0.43,3
E1001314,38,Male,Bachelors,Single,Sales,Accountant,Travel_Rarely,4,3,2,42,3,2,4,8,Yes,12,3,19,1,3,1,0,0,0,No,0.64,3
E1001318,50,Female,Bachelors,Married,Sales,Accountant,Non-Travel,2,3,4,95,3,2,3,0,No,12,1,19,3,3,18,7,0,13,No,0.42,3
E1001392,33,Female,Bachelors,Married,Sales,Accountant,Travel_Frequently,8,3,4,30,3,2,2,0,No,17,3,4,3,3,3,2,0,2,No,0.47,3
E1001445,42,Male,Bachelors,Single,Sales,Accountant,Travel_Frequently,1,2,3,44,3,4,1,0,Yes,12,2,22,2,2,21,9,13,14,Yes,0.71,3
E1001489,30,Male,Bachelors,Divorced,Sales,Accountant,Travel_Rarely,2,1,3,61,3,2,1,8,No,19,3,8,3,3,4,3,0,3,No,0.78,3
E1001496,35,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,2,2,3,94,3,2,1,3,Yes,15,4,15,2,3,7,7,1,7,No,0.41,3
E1001518,25,Male,Bachelors,Single,Sales,Accountant,Travel_Rarely,3,3,3,57,3,2,4,0,No,14,2,5,4,3,4,3,1,1,No,0.79,3
E1001602,31,Female,Bachelors,Divorced,Sales,Accountant,Non-Travel,24,1,4,57,3,3,3,1,Yes,19,1,10,5,2,10,8,9,6,No,0.73,3
E1001757,30,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,27,3,4,96,3,2,3,8,No,15,3,4,2,2,2,1,2,2,No,0.63,3
E1001785,28,Male,Bachelors,Single,Sales,Accountant,Travel_Frequently,16,3,3,55,3,2,1,0,No,14,4,5,5,3,4,2,1,3,No,0.42,3
E1001835,48,Female,Bachelors,Divorced,Sales,Accountant,Travel_Rarely,26,1,3,96,3,2,3,8,No,14,3,18,2,3,8,7,7,7,No,0.55,3
E1001860,38,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,19,2,3,80,3,2,2,0,No,11,4,10,3,3,9,8,7,7,No,0.58,3
E1001863,36,Female,Bachelors,Single,Sales,Accountant,Travel_Rarely,24,3,2,73,3,2,3,6,No,13,1,15,5,3,1,0,0,0,No,0.78,3
E1001951,31,Female,Bachelors,Married,Sales,Accountant,Travel_Rarely,21,4,1,67,3,2,4,1,No,11,1,10,2,3,10,0,0,2,No,0.58,3
E1002010,46,Male,Bachelors,Divorced,Sales,Accountant,Travel_Rarely,16,2,3,74,3,3,4,4,Yes,12,2,13,5,2,10,6,0,3,No,0.44,3
E1002052,34,Male,Bachelors,Divorced,Sales,Accountant,Non-Travel,2,4,4,87,3,2,3,1,Yes,14,3,15,3,3,15,14,0,7,No,0.43,3
E1002090,39,Male,Bachelors,Divorced,Sales,Accountant,Travel_Frequently,2,3,3,83,3,2,4,2,No,18,4,7,6,3,2,1,2,2,No,0.64,3
E1002160,34,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,11,2,3,64,3,3,4,2,Yes,13,4,9,3,3,5,3,1,0,No,0.43,3
E1002240,35,Female,Bachelors,Married,Sales,Accountant,Travel_Rarely,7,4,3,55,3,2,4,1,Yes,11,4,10,2,3,10,8,0,9,No,0.67,3
E1002273,38,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,6,1,4,86,3,2,2,0,No,15,1,16,3,3,15,13,5,8,No,0.69,3
E100334,27,Male,Bachelors,Single,Sales,Accountant,Travel_Frequently,5,3,4,37,3,3,3,1,No,15,4,9,0,3,9,8,1,7,No,0.52,3
E100384,55,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,16,1,1,70,3,3,4,3,No,14,4,24,4,3,1,0,1,0,No,0.52,3
E100430,37,Male,Bachelors,Single,Sales,Accountant,Travel_Rarely,8,4,3,87,3,3,4,2,No,12,1,12,3,3,5,3,1,3,No,0.76,3
E100454,41,Male,Bachelors,Divorced,Sales,Accountant,Travel_Rarely,7,4,3,96,3,3,3,3,Yes,13,3,12,2,3,9,7,0,7,No,0.48,3
E100518,45,Female,Bachelors,Divorced,Sales,Accountant,Travel_Rarely,2,4,3,30,3,2,1,4,Yes,11,1,9,3,4,5,4,0,3,No,0.45,3
E100571,27,Female,Bachelors,Single,Sales,Accountant,Travel_Frequently,2,3,4,90,3,2,3,1,No,14,4,7,2,3,7,7,0,7,No,0.58,3
E100715,27,Male,Bachelors,Single,Sales,Accountant,Travel_Rarely,10,4,4,74,3,2,3,1,Yes,11,1,5,3,3,5,4,0,4,No,0.56,3
E100747,29,Male,Bachelors,Married,Sales,Accountant,Non-Travel,1,3,4,61,3,2,3,1,No,14,1,4,3,2,4,3,0,2,No,0.78,3
E100754,26,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,2,2,3,57,3,2,3,1,No,17,2,8,3,3,8,7,7,7,No,0.76,3
E100776,28,Male,Bachelors,Single,Sales,Accountant,Travel_Rarely,3,2,2,92,3,2,4,1,No,16,4,7,1,3,7,5,0,7,No,0.6,3
E100778,51,Female,Bachelors,Married,Sales,Accountant,Travel_Rarely,2,3,3,87,3,2,4,4,No,11,3,18,2,2,7,7,0,7,No,0.58,3
E100877,41,Male,Bachelors,Single,Sales,Accountant,Non-Travel,5,4,4,56,3,2,4,7,No,14,4,16,3,3,14,3,1,10,No,0.49,3
E100882,31,Male,Bachelors,Single,Sales,Accountant,Travel_Rarely,1,3,2,77,3,2,4,4,Yes,13,3,10,2,4,6,5,0,5,No,0.73,3
E1001959,33,Female,Bachelors,Divorced,Sales,Accountant,Non-Travel,4,2,3,36,3,2,4,1,Yes,25,3,7,2,3,6,5,1,2,No,0.86,4
E1002036,33,Female,Bachelors,Single,Sales,Accountant,Travel_Rarely,2,4,1,74,3,3,1,2,Yes,20,3,11,2,2,0,0,0,0,Yes,0.82,4
E1002123,45,Female,Bachelors,Married,Sales,Accountant,Non-Travel,25,3,3,67,3,2,3,4,No,22,2,10,3,4,8,7,5,7,No,0.89,4
E1002322,50,Male,Bachelors,Divorced,Sales,Accountant,Travel_Frequently,8,3,2,94,3,2,3,7,No,12,4,12,3,3,6,3,0,1,Yes,0.93,4
E1001677,25,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,1,2,1,93,4,2,3,2,No,11,2,6,3,2,3,2,1,2,No,0.13,2
E1001063,47,Female,Bachelors,Single,Sales,Accountant,Travel_Frequently,23,4,2,77,4,2,3,4,Yes,12,4,8,2,3,5,4,1,3,Yes,0.63,3
E1001263,39,Male,Bachelors,Single,Sales,Accountant,Travel_Rarely,19,2,1,41,4,3,3,0,No,18,4,9,3,3,8,7,0,7,No,0.63,3
E1001264,40,Female,Bachelors,Single,Sales,Accountant,Non-Travel,5,4,2,100,4,4,2,4,Yes,16,4,22,2,2,1,0,0,0,Yes,0.69,3
E100330,33,Female,Bachelors,Married,Sales,Accountant,Travel_Frequently,8,1,3,42,4,2,1,2,No,19,1,10,3,3,5,3,1,3,No,0.52,3
E100899,34,Male,Bachelors,Single,Sales,Accountant,Travel_Rarely,1,2,4,74,4,2,4,1,No,12,4,10,3,3,10,7,5,7,No,0.48,3
E100985,25,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,5,4,4,57,4,2,2,0,No,22,3,4,4,3,3,2,1,2,No,0.94,4
E1001466,43,Female,Bachelors,Single,Sales,Accountant,Travel_Rarely,1,5,1,85,1,2,3,8,No,13,2,7,2,2,4,3,1,3,Yes,0.35,2
E1002314,36,Male,Bachelors,Divorced,Sales,Accountant,Non-Travel,11,2,4,88,1,2,4,1,No,24,1,15,4,2,15,12,11,11,No,0.91,4
E1001890,45,Male,Bachelors,Married,Sales,Accountant,Non-Travel,23,3,1,52,2,2,1,1,No,15,1,10,2,3,10,7,4,5,No,0.39,2
E1002011,36,Male,Bachelors,Divorced,Sales,Accountant,Travel_Rarely,1,2,2,96,2,2,1,5,Yes,13,2,16,3,3,2,2,2,2,Yes,0.34,2
E1002062,31,Female,Bachelors,Married,Sales,Accountant,Travel_Rarely,18,5,1,91,2,2,4,1,No,14,1,13,3,3,12,7,5,7,No,0.17,2
E1002186,36,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,23,4,3,33,2,2,2,2,No,16,3,12,1,1,4,2,1,3,No,0.36,2
E1002334,39,Female,Bachelors,Married,Sales,Accountant,Travel_Rarely,7,4,2,60,2,4,4,0,No,11,1,21,2,2,20,9,9,6,No,0.32,2
E1001140,53,Female,Bachelors,Married,Sales,Accountant,Travel_Rarely,1,4,1,78,2,3,4,7,Yes,18,4,35,3,3,5,2,0,4,No,0.49,3
E1001146,37,Male,Bachelors,Divorced,Sales,Accountant,Travel_Rarely,1,3,4,66,2,2,3,4,No,19,4,9,2,3,1,0,0,0,No,0.53,3
E1001397,38,Male,Bachelors,Divorced,Sales,Accountant,Travel_Rarely,29,5,3,73,2,3,3,0,Yes,14,2,9,2,3,8,7,2,7,No,0.58,3
E1001457,30,Male,Bachelors,Married,Sales,Accountant,Travel_Rarely,7,2,3,72,2,2,3,1,No,18,1,10,3,3,10,3,1,4,No,0.41,3
E1001571,43,Female,Bachelors,Single,Sales,Accountant,Travel_Rarely,25,3,4,56,2,3,4,3,No,14,4,23,3,4,21,7,15,17,No,0.54,3
E1001596,40,Male,Bachelors,Single,Sales,Accountant,Travel_Rarely,8,3,4,57,2,3,2,2,Yes,12,3,9,2,3,5,4,1,0,Yes,0.56,3
E1001681,27,Female,Bachelors,Married,Sales,Accountant,Travel_Rarely,11,3,4,98,2,2,4,1,Yes,11,4,6,3,3,6,2,4,4,No,0.46,3
E1002032,30,Male,Bachelors,Divorced,Sales,Accountant,Travel_Rarely,7,3,3,94,2,3,1,2,No,11,1,12,2,3,7,7,1,7,No,0.72,3
E1002140,32,Male,Bachelors,Single,Sales,Accountant,Travel_Rarely,1,3,3,82,2,2,2,7,Yes,12,3,7,3,2,2,2,2,2,Yes,0.51,3
E1002213,56,Female,Bachelors,Married,Sales,Accountant,Travel_Rarely,9,3,4,89,2,2,1,4,No,16,3,6,3,3,0,0,0,0,No,0.72,3
E1002323,36,Female,Bachelors,Married,Sales,Accountant,Travel_Rarely,2,3,2,100,2,2,4,4,No,13,1,8,2,2,6,3,0,0,No,0.68,3
E1002333,50,Male,Bachelors,Divorced,Sales,Accountant,Travel_Rarely,1,4,4,39,2,3,1,4,Yes,13,2,20,3,3,3,2,2,0,Yes,0.63,3
